EmployeeID,Department,SystemUsageHours,ProductivityScore
1323,Sales,5.57,4.96
2092,Marketing,24.53,2.4
5077,HR,13.38,9.52
3568,IT,16.13,8.02
1807,Engineering,26.72,9.74
3830,Marketing,46.19,8.45
2466,Operations,33.92,1.04
2518,Sales,3.57,6.42
2681,Sales,17.67,3.46
1927,Legal,40.38,3.46
4643,IT,27.72,8.25
2780,Engineering,43.24,8.1
4169,Marketing,32.06,8.04
5025,Operations,35.11,2.82
1839,Legal,17.77,4.4
4114,HR,4.93,3.73
4993,Engineering,43.45,2.87
5625,Sales,34.03,3.08
1070,HR,23.85,8.82
4320,Engineering,10.21,2.69
3756,Legal,39.77,1.83
5325,Legal,18.28,6.4
4605,Operations,11.09,3.81
2623,Legal,36.68,4.37
2031,Sales,27.54,9.89
1880,HR,46.33,3.42
3004,IT,9.09,1.23
2771,IT,19.36,2.99
4228,Engineering,1.98,9.69
4995,Marketing,24.98,1.8
1155,Engineering,7.09,8.58
5886,Operations,21.48,6.01
1321,Marketing,43.12,1.67
2806,Sales,16.96,4.92
3051,Finance,38.67,9.25
2684,IT,48.67,2.17
1535,IT,45.73,8.11
4795,Legal,33.64,8.49
4543,Operations,6.06,1.99
2809,Marketing,12.92,2.86
2995,IT,18.17,4.19
3763,Finance,36.91,9.14
2545,IT,38.66,5.69
5114,Sales,47.18,5.13
5169,Legal,14.19,7.39
4921,HR,19.3,4.79
5510,Legal,27.44,7.55
2149,Marketing,18.87,2.73
3879,Engineering,12.72,7.05
1437,Engineering,44.21,7.06
5102,Sales,6.02,2.67
1068,Finance,20.04,1.75
2707,Sales,33.21,1.34
1641,HR,6.57,6.44
2806,IT,11.88,1.45
2251,HR,47.89,7.45
5675,IT,43.01,1.08
3881,Operations,44.07,7.96
1169,Marketing,43.71,4.92
1375,Engineering,22.77,3.29
2705,Legal,23.21,8.52
3350,Marketing,44.17,6.32
3786,Sales,5.21,7.48
3133,HR,6.61,7.64
3306,Marketing,0.52,7.56
1617,Sales,44.84,8.95
2055,IT,15.35,4.72
3519,HR,42.77,5.01
3651,HR,44.24,4.65
4992,IT,3.29,1.97
1519,Sales,43.7,8.73
3857,IT,27.68,1.78
4581,Finance,2.23,3.14
2093,Sales,48.3,3.93
1509,IT,2.14,5.31
5939,Operations,48.57,1.14
4693,Sales,44.23,5.2
5746,HR,18.07,4.25
5572,Operations,24.6,1.22
1491,HR,45.39,3.03
5735,Finance,29.09,7.54
3463,IT,22.19,9.6
2583,HR,39.69,8.77
5096,Engineering,1.16,7.42
2431,Engineering,47.74,8.42
5927,IT,43.42,7.68
2688,Operations,42.36,8
4604,Operations,1.6,8.72
5478,Engineering,17.57,5.8
4634,HR,38.25,5.94
1011,Legal,40.89,8.66
4441,Operations,37.1,1.33
3287,Marketing,28.54,8.47
2551,Operations,21.42,7.49
3895,IT,37.2,8.96
5772,Marketing,45.55,6.24
4861,HR,38.47,4.28
2151,IT,34.65,2.3
3558,Engineering,9.76,8.59
3152,Finance,11.02,8.82
3098,Sales,17.1,2.71
3106,Sales,15.14,3.25
2993,Engineering,13.24,9.51
3066,IT,12.1,7.91
2980,Finance,38.78,7.66
4497,IT,45.99,1.88
2902,Operations,24.64,6.57
4818,Marketing,46.47,7.36
1761,Sales,31.57,6.04
1880,Marketing,43.79,2.82
4681,Marketing,2.02,9.46
3257,HR,39.34,7.11
3856,Operations,33.18,5.03
2184,Operations,32.03,2.25
1910,Legal,33.38,2.54
1784,Operations,31.73,6.21
4466,Operations,22.65,2.06
5429,Engineering,9.5,2.29
3323,Marketing,5.2,1.17
3066,Marketing,3.26,6.06
5846,Finance,2.01,3.24
4889,Sales,18.43,4.24
3145,HR,12.69,3.77
3769,Engineering,1.63,8.58
2829,Legal,26.72,7.03
5050,Legal,33.58,5.06
2161,Finance,27.51,6.72
3650,Marketing,23.98,6.05
4885,IT,31.57,2.55
4582,Legal,5.82,1.16
1498,Finance,47.69,1.37
5008,IT,19.48,8.93
3835,Marketing,49.94,6.31
1452,IT,15.71,1.73
5943,Engineering,28.69,4.82
4953,IT,37.6,3.99
5783,Operations,30.44,2.43
1130,Finance,26.29,8.91
1985,Sales,40.14,3.31
2797,Finance,38.13,5.18
1331,Sales,14.68,2.72
4477,Finance,20.33,8.34
2270,IT,21.02,5.43
1184,Marketing,26.08,1.97
5038,Operations,19.57,9.37
4896,Marketing,20.26,6.84
2102,IT,33.61,3.21
5030,HR,5.7,3.95
5529,Marketing,35.21,4
2390,Legal,18.36,4.6
4947,IT,45.55,6.64
4182,Sales,16.27,3.13
2822,Finance,18.75,9.82
3310,Sales,13.83,7.4
3176,Engineering,44.62,7.8
2386,HR,1.87,1.27
3775,Marketing,24.26,4.63
1980,Engineering,5.55,4.42
1348,Engineering,12.27,5.55
3144,Marketing,42.54,2.52
5346,Engineering,42.02,8.03
3431,Legal,49.04,9.38
4942,Legal,31.84,2.55
3926,Finance,14.42,8.55
1713,Marketing,8.27,2.24
3428,Legal,43.12,6.31
3856,Operations,4.98,3.69
5401,Operations,39.27,9.06
1372,Marketing,12.52,1.53
1774,Legal,24.57,7.1
2243,Legal,11.75,8.03
4325,Marketing,14.07,7.42
4203,Finance,0.25,2.73
3176,Legal,13.81,3.47
2131,Legal,43.23,6.41
4319,HR,41.71,7.15
5714,HR,16.86,8.37
4599,Operations,21.74,1.12
2646,Operations,15.21,6.56
1994,HR,49.37,2.39
5046,Sales,43,6.96
3413,IT,39.58,4
1266,Marketing,42.65,3.94
4428,Engineering,0.45,4.59
4005,Marketing,25.37,3.14
4432,Operations,0.64,3.57
3352,Marketing,39.44,7.26
1997,Sales,14.71,7.91
1239,Finance,29.98,3.34
4241,Engineering,10.81,7.79
5680,Legal,4.44,2.6
5371,Operations,13.79,6.47
2667,Finance,40.14,3.16
2705,Legal,2.82,7.09
1444,HR,1.08,2.49
3741,Marketing,44.01,8.83
4848,Operations,11.98,6.14
5618,Sales,6.05,4.48
2819,IT,38.45,9.63
3492,HR,32.06,2.23
4818,Legal,44.73,7.76
5635,Engineering,42.67,7.02
5950,Legal,31.62,8.27
5779,HR,15.87,2.53
4367,Finance,1.88,4.79
3566,Sales,10.15,2.87
5213,Legal,2.93,7.16
1108,Sales,0.47,8.2
1812,Engineering,17.93,4.61
1485,Marketing,11.27,7.17
3421,Legal,38.94,9.57
2902,Engineering,32.64,8.05
2757,IT,1.91,7.82
4023,Sales,16.72,6.35
1754,Legal,20.37,1.69
2947,Engineering,19.03,7.32
4205,Operations,15.51,5.26
1931,Legal,8.19,4.65
5393,Sales,44.14,9.33
3661,Legal,15.07,1.5
2304,Operations,5.19,5.27
1750,Operations,8.48,3.62
3523,IT,32.74,8.12
1905,HR,9.36,7.08
4934,HR,12.36,7.2
5153,Operations,5.28,1.5
1062,Marketing,14.73,6.95
2647,Marketing,8.83,7.12
2967,Operations,44.41,9.11
3621,Sales,34.4,8.31
5263,Finance,35.79,4.38
5802,Sales,23.39,3.59
1326,Marketing,9.64,4.13
1473,Engineering,9.11,6.52
5513,IT,32.44,6.21
1994,Operations,19.52,3.7
4655,Legal,5.69,8.25
4683,Operations,30.37,6.91
5380,IT,27,9.52
3257,Finance,39.37,1.3
4431,Marketing,40,1.18
1792,Engineering,33.4,3.89
1448,IT,35.88,5.65
4647,Marketing,39.77,7.54
4718,Sales,41.39,4.72
3563,HR,40.43,2.65
3571,Engineering,26.65,5.07
5728,Finance,41.85,5.21
4632,Finance,10.1,2.61
2195,Engineering,8.9,6.59
1761,HR,33.37,9.15
3130,Legal,4.27,9.51
3063,Legal,24.55,4.43
1096,Engineering,41.14,2.15
5614,HR,13.18,6.58
5947,IT,15.85,4.37
5987,Finance,8.07,8.67
5469,Engineering,14.85,9.74
3293,IT,8.36,5.39
3846,Finance,25.2,2.98
5755,Legal,16.51,9.54
5240,HR,2.67,7.12
4062,Marketing,7.1,6.85
2133,Marketing,42.09,2.01
5692,IT,22.57,2.91
3322,Legal,25.23,4.27
1674,Operations,37.91,2.32
1828,Finance,4.58,7.26
4143,HR,28.91,9.45
4209,Marketing,22.28,9.14
3370,Engineering,27.78,6.08
3256,Marketing,3.66,7.58
4274,Finance,2.06,4.36
2487,Operations,25.81,7.92
4266,HR,45.06,9.6
2282,Finance,46.13,6.72
4169,IT,22.64,8.37
3592,Legal,37.51,2.52
5847,Operations,5.71,1.41
1050,Sales,15.39,9.11
5826,Legal,8.63,8.94
1465,Engineering,10.86,1.48
1852,Marketing,10.49,4.98
5325,Legal,10.7,9.51
5367,Marketing,4.5,9.82
5067,Finance,6.92,6.34
4157,Legal,24.41,8.76
4509,Operations,15.1,3.26
1834,Finance,21.66,7.36
3076,Engineering,6.54,6.39
2919,Marketing,5.88,6.15
2928,Operations,8.17,2.2
3135,Engineering,1.53,9.55
3143,HR,22.39,3.14
4598,Legal,34.74,8.67
3360,Sales,24.88,2.48
5998,Sales,26,5.93
4759,Finance,1.77,1.67
3215,IT,22.17,7.45
3457,IT,10.26,4.88
5786,HR,12.54,6.31
5294,Legal,27.64,3.64
2165,Sales,16.87,5.45
2655,Finance,26.67,1.46
2196,Finance,37.73,2.05
2250,IT,2.87,7.4
5378,Finance,3.27,1.87
1257,Sales,27.51,1.99
3859,Marketing,35.21,1.02
3087,Operations,3.79,6.35
1854,Engineering,38.41,2.72
5286,HR,5.28,8.78
1954,Finance,31.58,4.96
1967,Engineering,21.68,4.35
1536,HR,49.69,8.13
4795,Operations,23.19,2.25
1062,Legal,11.71,6.36
1345,Sales,44.25,4.91
4464,Marketing,39.77,2.01
5768,Marketing,39.53,7.18
1315,HR,13.38,7.32
2109,IT,6.82,9.27
5582,IT,7.03,4.21
1664,Finance,20.17,4.73
1918,Operations,0.68,7.12
3524,Engineering,13.15,9.54
4062,Sales,33.16,9.36
3178,Marketing,21.83,1.33
3778,Engineering,25.33,5.02
1620,Finance,25.77,3.48
1573,Finance,43.16,6.07
1546,HR,36.86,5.76
5914,Operations,47.42,2.48
4670,Engineering,6.59,9.7
2440,Finance,2.45,6.18
5241,Sales,8.12,6.62
2807,Sales,34.05,6.87
2809,Operations,6.07,5.13
4350,Operations,2.06,9.68
4614,Operations,35.4,5.06
5144,Marketing,47.37,1.41
5296,Sales,16.38,5.92
4106,Operations,48.9,6.48
2348,Engineering,8,7.11
4398,Legal,28.35,1.34
1146,Legal,47.13,1.79
4396,Finance,22.43,9.04
1180,IT,41.5,5.16
3865,HR,48.18,5.07
4628,Engineering,2.24,8.23
4363,Marketing,46.98,9.89
5979,Legal,17.5,9.43
1178,Operations,28.91,8.88
4225,HR,34.98,5.51
3984,HR,48.02,7.8
2100,Finance,33.7,2.72
4215,IT,19.52,8.35
2948,IT,49.92,4.71
5042,Engineering,39.47,6.23
4707,Operations,10.71,1.05
5794,Sales,24.06,3.36
4588,Marketing,10.69,9.08
2614,Sales,48.11,8.72
4665,Engineering,11.91,7.23
5062,HR,38.75,8.96
5685,IT,9.3,4.55
1911,IT,16.6,5.42
2219,Marketing,13.32,1.68
2782,Finance,43.01,6.55
5837,Marketing,31.01,3.02
3053,HR,21.91,5.55
4288,Legal,22.66,4.74
4093,Legal,32.99,3.81
4623,Marketing,22.54,5.01
1126,Operations,10.67,1.73
2525,IT,20.64,2.98
3053,Sales,12.35,2.75
4502,IT,39.47,7.09
5073,Engineering,34.49,7.32
2980,HR,45.1,6.23
5564,Legal,20.28,3.99
3766,Engineering,5.64,6.94
1392,Operations,20.14,1.74
4253,Engineering,41.17,7.68
3346,Engineering,24.78,7.43
1808,HR,47.18,4.45
5850,Legal,4.91,2.85
1290,Legal,21.6,6.88
5842,HR,21.2,6.68
1250,Sales,26.79,1.16
4946,HR,30.96,3.4
1554,IT,47.41,2.1
4545,Sales,18.94,3.41
4959,Operations,8.36,5.83
5899,Marketing,6.85,4.76
1174,HR,37.18,9.93
3420,Legal,30.41,5.34
2381,Marketing,9.78,7.08
5419,IT,34.28,5.42
2317,Sales,16.99,1.69
1414,Operations,41.26,6.51
2879,Engineering,32.48,2.72
5182,HR,42.37,8.48
5069,Finance,4.18,1.45
3644,IT,23.77,1.82
2112,IT,10.22,4.38
1138,IT,9,6.53
3212,IT,36.33,9.58
5494,Finance,4.48,8.74
1235,Sales,46.84,5.06
4760,Legal,17.97,2.75
1050,Operations,38.28,4.75
1649,Operations,29.23,2.17
5472,Engineering,43.98,7.43
3441,Marketing,29.64,5.51
4155,Engineering,30.73,7.49
2521,Operations,9.52,6.28
1666,Operations,35.12,4.81
5836,Marketing,45.29,3.6
4844,Marketing,48.3,7.24
1957,Finance,15.92,3.39
2885,Operations,45.86,1.91
1652,IT,43.02,3.62
4048,Sales,46.43,2.75
3871,HR,41.62,2
5141,Finance,39.44,7.8
1352,IT,7.37,5.58
1120,IT,46.21,4.67
4610,Marketing,37.34,9.86
2404,Operations,39.97,2.47
2403,HR,49.19,2.67
3570,IT,38.09,4.44
4207,HR,17.08,2.16
5904,IT,43.15,9.12
5663,Engineering,30.61,5.83
1103,HR,9.97,8.5
3325,Legal,31.29,3.83
1404,Sales,3.3,6.37
3679,IT,29.71,6.79
2056,Engineering,13.02,7.03
2405,Legal,22.68,1.57
1627,Finance,41.48,8.11
2703,Engineering,29.61,5.62
4401,IT,31.84,2.71
2274,Sales,6.57,1.12
1360,Finance,49.79,9.43
2702,Marketing,21.13,7.97
3100,Legal,46.81,9.08
1376,IT,25.29,4.8
4814,Operations,48.95,1.15
1744,Legal,30.33,4.03
1849,Operations,15.61,5.18
1834,Legal,23.98,1.43
2119,Legal,6.48,8.82
4171,Sales,45.75,8.69
2276,IT,16.64,3.55
5425,IT,11.89,6.8
4476,Legal,40.66,5.27
1126,Marketing,34.82,1.99
3222,Operations,24.67,5.93
3105,IT,1.1,1.12
5507,IT,6.45,7.49
2469,Engineering,10.56,4.89
3847,Operations,23.38,6.62
1031,Sales,11.14,5.88
2287,Finance,24.97,8.83
1463,HR,22.2,3.73
5263,HR,14.65,5.11
2814,IT,32.11,4.55
2659,Sales,38.06,3.27
3882,HR,21.08,9.94
4658,Engineering,16.42,3.84
2566,IT,26.53,2.12
4129,Sales,1.8,7.98
3045,IT,46.04,7.11
2549,Marketing,30.57,3.17
3811,IT,1.48,2.27
5841,Legal,27.16,6.79
2456,HR,11.24,4.95
3577,Legal,32.13,1.39
4038,IT,26.45,1.64
2082,HR,11.4,5.86
1081,IT,32.86,1.45
3412,Sales,46.11,1.25
4484,Operations,25.6,1.94
4784,Operations,31.75,7.07
2525,Marketing,37.74,1.95
4358,Marketing,16.87,6.74
1072,Engineering,42.69,9.64
4146,Legal,3.14,9.44
1886,HR,24.21,3.23
4061,IT,49.49,1.27
1765,Legal,21.74,7.38
1510,Finance,33,3.63
1986,IT,30.65,4.78
5828,Operations,24.88,7.93
4840,Marketing,43.92,1.11
4706,IT,48.16,4.62
4283,Sales,31.3,1.83
5737,HR,2.7,4.98
4385,Legal,28.73,9.25
1240,Operations,32.23,3.21
1978,Finance,11,4.86
5787,Engineering,43.91,5.16
5727,Finance,12.68,8.99
5177,Finance,30.48,1.5
5770,IT,17.91,1.76
4098,Sales,37.02,1.49
5965,Sales,21.02,9.33
4939,Engineering,19.64,8.21
5111,Legal,43.64,4.12
5879,Operations,18.54,7.8
5570,Operations,26.07,7.4
1760,Sales,18.93,6.64
1655,Legal,14.94,1.76
5821,Operations,3.12,5.82
2083,HR,15.61,6.99
2775,Legal,25.52,5.96
5986,Finance,20.49,2.97
3828,IT,1.13,8.42
2126,HR,6.66,7
2156,Engineering,13.75,9.33
1166,HR,9.98,1.71
3041,Sales,33.48,6.3
3295,Marketing,44.74,6.6
2428,Engineering,29.96,5.4
4187,HR,5.17,7.49
4914,Sales,6.55,9.01
5663,Legal,7.81,3.45
3724,Finance,35.83,5.19
2125,Sales,9.5,7.44
5962,Operations,47.45,1.3
2168,Sales,23.41,9.42
5059,Finance,14.72,8.67
4986,Engineering,15.83,3.48
5376,Legal,45.19,4.24
1736,IT,2.26,4.44
4438,Marketing,34.49,7.6
5683,Sales,24.78,5.3
2220,Engineering,9.38,4.84
5991,Sales,24.95,6.25
3210,Engineering,4.78,7.5
2414,Legal,33.33,1.87
5811,Sales,20.81,2.81
1834,Sales,13.43,1.4
2080,Finance,37.18,7.17
5814,HR,31.85,5.67
4055,IT,14.82,2.59
1501,Operations,34.81,3.29
1824,Marketing,10.75,2.56
4316,Sales,49.67,9.71
5582,Sales,10.52,9.17
5443,Sales,41.81,6.25
2980,Marketing,37.57,5
1657,Engineering,16.26,5.19
3031,IT,15.85,2.42
1347,HR,47.99,5.68
1622,IT,9.83,4.07
1029,HR,23.25,7.64
4730,Sales,23.15,3.51
3652,Sales,46.63,8.95
4074,Engineering,28.83,8.21
2548,Operations,8.1,2.36
1042,Operations,18.86,8.46
3075,Sales,2.53,4.72
5752,Marketing,8.39,5.27
1773,Engineering,37.3,8.54
3961,HR,20.02,5
3741,Sales,40.41,7.49
5192,Engineering,41.11,7.95
5891,Operations,13.57,5.21
4462,Finance,40.73,8.12
2868,Operations,28.15,1.39
1443,HR,16.71,1.77
5879,Marketing,9.8,2.53
3711,Legal,16.63,2.47
5322,Operations,48.55,3.73
3843,Sales,25.48,2.96
3279,Engineering,30.33,6.76
3503,Sales,33.25,6.37
4936,Sales,4.74,8.22
4425,IT,47.19,9.35
2430,IT,2.5,7.13
2738,Finance,18.03,2.81
5716,Engineering,41.16,4.49
5841,HR,16.74,7.94
3013,Marketing,17.79,8.23
3435,HR,3.19,5.42
3572,Finance,9.74,1.25
2848,Operations,32.85,4.6
3304,IT,2.38,2.69
1354,Marketing,30.46,7.97
5287,Operations,2,4.86
1145,Sales,33.32,5.95
4534,HR,49.08,2.85
3853,Marketing,29.14,8.4
3980,Finance,35.12,4.91
2212,Sales,29.45,4.49
3305,Finance,44.31,9.78
1204,Operations,33.27,3.76
1867,IT,27.53,6.11
4021,Finance,17.96,9.81
2897,Legal,32.85,9.42
1250,Legal,42.76,2.14
1557,Operations,9.09,2.29
2039,Marketing,24.07,5.27
3848,HR,25.76,6.17
4429,Sales,23.93,5.43
1479,IT,36.13,6.01
3816,Operations,37.05,1.58
1565,Marketing,30.54,3.07
3666,Legal,13.96,6.54
1890,Marketing,14.99,6.8
5763,HR,33.93,8.69
5080,HR,3.56,5.39
3570,Engineering,20.14,1.64
4444,Marketing,16.42,6.98
4653,IT,31.17,4.86
4546,Finance,34.13,3.77
3151,HR,40.4,1.1
1787,Finance,26.47,7.48
1611,HR,13.96,9.11
1383,Engineering,44.01,3.06
3413,Legal,40.63,9.98
5575,HR,36.09,2.41
1549,HR,27.57,3.05
3665,Engineering,21.14,7.6
4408,Operations,26.63,4.26
3329,Engineering,48.56,3.82
4787,Operations,21.5,4.29
2013,Sales,25.71,1.95
4321,Operations,48,2.8
5455,HR,40.28,1.93
3765,Operations,6.21,4.83
1778,IT,5.83,7.62
1042,Marketing,13.81,8.18
3221,Operations,30.63,9.19
2826,Finance,12.52,2.68
1419,Engineering,41.5,2.27
3966,Sales,43.69,5.18
1350,Engineering,33.7,4.04
2872,Legal,45.13,5.71
5156,Engineering,44.53,7.37
2176,HR,17.49,9.02
3644,Engineering,0.78,6.8
1585,Engineering,35.42,5.15
4244,HR,39.6,7.01
3456,IT,35.99,1.49
2796,Operations,7.29,3.73
3174,Legal,28.32,8.23
4828,Legal,8.78,1.39
4092,HR,28.92,6.86
5048,HR,15.5,5.91
1921,Legal,37.42,8.54
1175,Operations,12.36,1.76
2470,Operations,21.54,9.31
3560,Marketing,41.23,7.15
2192,Legal,7.69,8.12
4809,Operations,20.71,6.07
4029,Operations,17.96,8.36
3402,Sales,2.81,4.18
3395,Engineering,2.81,7.69
5290,IT,31.58,7.13
5187,Finance,13.85,6.85
2675,Legal,13.37,3.17
2361,Operations,13.51,1.01
3458,Finance,10.9,4.87
2340,IT,18.24,2.2
1286,Marketing,40.26,2.41
5521,Marketing,19.64,3.82
5779,Sales,19.83,4.33
1915,IT,2.15,4.35
4379,HR,0.69,4.93
3416,Finance,26.99,8.4
5926,Legal,26.35,9.72
1819,Engineering,6.86,7.04
1563,IT,26.12,1.66
2778,Engineering,1.03,9.37
4378,Legal,22.34,9.78
1195,Operations,22.97,5.3
5609,Operations,35.85,4.14
3427,Sales,35.4,7.59
4831,Legal,49.62,7.29
5769,HR,37.96,5.05
3208,Sales,36.82,2.08
3022,HR,27.48,3.88
5787,IT,8.84,9.54
4261,Marketing,12.12,8.44
5932,IT,2.44,6.96
1378,Legal,36.11,9.95
5921,Marketing,13.23,3.88
1577,Legal,21.95,3.42
2845,Sales,31.22,6
4799,HR,14.81,7.42
4804,Legal,41.52,3.67
4195,IT,47,7.36
5451,HR,18.87,9.3
4010,Engineering,17.78,2.53
4360,Sales,23.43,4.73
2020,Marketing,27.34,5.42
4416,Operations,18.2,6.41
4723,Operations,31.04,5.87
5191,IT,24.06,9.23
3357,HR,35.54,3.52
5460,Legal,23.46,4.32
2321,Operations,38.13,4.48
5832,Marketing,9.75,9.45
2678,Legal,14.4,9.34
2131,Sales,29.52,3.63
2295,Engineering,11.17,5.43
1790,Sales,18.74,9.06
4332,HR,40.93,7.93
4065,Engineering,42.47,9.34
3462,Engineering,2.16,6.62
1067,Operations,29.67,4.31
3772,Marketing,33.85,7.48
1638,Legal,23.44,7.17
3177,Marketing,31.48,8.82
4650,Sales,42.04,4.03
4353,IT,0.14,1.35
4969,Finance,24.22,1.03
2953,Sales,43.14,5.13
2114,HR,32.4,1.5
3010,Sales,3.49,6.11
1087,Marketing,5.33,4.51
5033,IT,46,9.52
2964,Finance,20.17,4.59
5912,Operations,44.25,5.85
4589,Marketing,27.84,7
3371,Sales,24.06,4.69
4025,IT,34.33,8.62
5403,HR,3.15,9.06
5905,IT,32.86,8.04
5007,Marketing,47.69,6.55
5303,IT,30.9,7.75
2449,IT,41.83,9.7
2853,Operations,0.7,8.25
5049,Legal,45.37,2.39
3990,IT,15.76,2.62
4758,Engineering,2.02,4.42
1253,HR,34.45,4.68
2284,Marketing,13.05,5.55
4536,Finance,43.64,1.47
3230,IT,48.77,3.38
1979,Legal,29.25,9.34
3793,Engineering,34.5,9.83
3363,HR,0.25,8.26
4183,IT,37.93,9.67
2636,Finance,3.39,8.88
5825,IT,1.96,5.66
1581,Operations,9.82,7.02
3045,Engineering,19.78,5.93
3844,IT,41.74,2.57
5893,HR,40.6,5.56
1668,Engineering,7.45,2.23
4604,IT,16.37,5
5253,HR,4.41,1.28
5985,IT,39.27,9.32
1405,HR,2.39,8.95
1238,IT,30.48,3.65
4167,Finance,40.61,7.51
2425,Operations,12.95,4.13
2590,Operations,45.81,8.2
3796,Sales,30.26,7.64
4824,Engineering,23.22,7.18
5280,Marketing,40.94,9.8
1209,Operations,33.17,7.83
4260,HR,42.63,8.85
1252,Operations,39.34,5.77
2990,Legal,3.25,7.07
4194,HR,44.06,9.19
4562,Marketing,4.94,4.1
4650,Sales,39.78,6.7
1516,Engineering,11.72,3.35
3158,HR,23.31,1.76
3540,Engineering,49.23,7.13
5124,Operations,34.89,4.03
5833,Legal,38.58,2.55
2360,IT,12.17,2.21
2955,Sales,42.33,5.64
2614,Operations,5.6,4.84
2025,Finance,17.92,6.97
1545,Engineering,31.03,1.53
4109,Engineering,47.94,4.17
5494,Marketing,36.02,8.44
2679,Operations,40.91,1.12
5609,Marketing,17.77,7.13
4593,Marketing,20.78,7.62
5732,Legal,25.15,6.58
4222,HR,2.38,4.69
5244,IT,33.92,8.88
2355,Legal,28.3,9.51
4561,Finance,3.78,7.15
1812,Legal,33.09,7.18
5915,Engineering,15.8,1.9
1886,Marketing,29.96,1.18
1423,Sales,0.2,6.98
5003,Sales,2.95,6.57
5490,IT,4.38,1.03
4661,Operations,40.26,9.76
2181,Legal,12.64,1.12
3255,Legal,16.19,8.27
3300,Legal,40.81,7.59
5829,Operations,46.46,2.29
1718,Sales,46.68,6.22
1743,Finance,39.19,7.71
2469,Sales,11.02,8.93
1555,Finance,33.53,8.51
2810,IT,36.37,5.66
5261,Finance,37.07,8.11
4826,HR,18.55,9.06
4668,HR,22,1.59
3356,IT,31.58,1.29
5653,HR,49.82,1.56
1624,IT,27.37,2.7
4732,Sales,3.08,4.98
2108,Operations,19.4,3.14
1660,Legal,43.71,6.96
4836,Legal,12.54,7.88
3753,Sales,45.32,2.39
3214,Finance,41.24,3.49
5497,Operations,11.34,7.36
1471,IT,34.68,2.18
5260,IT,30.63,5.22
2243,Engineering,12.35,6.29
4918,Legal,31.39,1
2884,Operations,11.98,4
2643,Sales,34,8.1
3255,Legal,30.89,9.93
5990,IT,34.02,4.21
2543,Engineering,24.68,1.83
3388,Marketing,43.77,4.53
2598,Finance,44.77,4.69
2345,Marketing,41.23,8.16
3418,Finance,18.4,8.38
1941,Finance,36.98,4.3
1868,Engineering,21.93,1.5
5069,Operations,31.58,5.18
5177,Finance,10.04,8.9
2004,Finance,19.17,5.64
2104,Engineering,9.26,9.54
2617,Legal,35.45,9.73
5962,Finance,39.21,8.6
2045,Engineering,13.86,4.88
4701,Legal,17.68,2.16
3069,Engineering,26.07,6.72
3869,HR,0.17,6.28
2893,Sales,2.74,8.23
4320,Sales,23.57,8.32
1238,IT,22.79,8.12
2752,HR,13.55,4.3
1293,Engineering,37.47,9.65
3814,IT,24.72,7.51
1074,Engineering,37.22,5.41
5338,Sales,49.03,9.18
4085,Sales,31.62,5.62
1369,Engineering,33.52,6.96
5210,Engineering,28.39,5.63
1833,Finance,10.06,1.34
1450,Legal,21.74,2.81
1147,Engineering,37.74,4.36
3286,Legal,2.95,2.36
3210,Legal,4.12,8.78
4552,Sales,13.09,6.04
1468,IT,30.66,8.59
2269,Sales,34.32,1.82
3843,Sales,18.38,3.5
4858,Legal,3.21,5.33
5945,Engineering,26.86,2.46
2541,Sales,39.68,9.39
5044,Finance,16.74,9.73
1164,Operations,2.12,8.19
2113,IT,40.69,4.1
3294,Engineering,42.67,5.82
1729,Legal,21.97,4.28
5127,Finance,17.47,7.65
2713,Finance,28.67,4.88
1865,HR,3.48,1.13
4478,Finance,28.9,6.2
3265,Finance,15.39,6.06
4803,Marketing,37.01,6.82
3678,Legal,2.56,8.91
4143,Operations,32.15,7.2
1704,Sales,44.03,7.02
5258,Operations,46.6,1.35
4563,HR,31.29,9.47
2633,HR,7.69,1.66
1633,Engineering,37.3,8.9
2901,Legal,9.99,3.76
3693,Finance,10.56,2.29
4534,Engineering,4.03,7.05
3118,HR,47.09,3.63
2260,Legal,6.31,2.55
5985,Engineering,28.58,2.94
1869,Legal,0.41,4.14
3557,Finance,44.5,1.93
4123,Sales,4.63,5.8
3522,Legal,12.21,5.62
3229,Legal,0.3,5.69
4317,Legal,18.32,9.78
4745,Marketing,14.23,1.7
5380,Engineering,19.76,5.41
5084,Finance,11.52,1.74
5907,Marketing,26.8,6.96
1881,Sales,32.17,7.63
1857,Marketing,9.39,2.57
2132,Sales,15.85,3.81
4679,Finance,9.26,4.02
3772,Legal,30.52,3.29
3119,HR,33.49,8.1
5496,IT,2.25,5.12
4266,Finance,4.11,1.15
5493,Marketing,31.08,3.64
4294,Operations,43.59,9.62
5936,Operations,10.01,4.48
2821,Operations,22.25,3.92
2741,HR,7.89,4.93
4858,Engineering,18.87,8.05
5301,Sales,43.61,6.5
5334,Engineering,16.9,3.65
4088,HR,16.44,5.56
1888,HR,14.86,8.24
2005,Sales,13.39,9.2
5441,Legal,36.44,5.28
4238,Engineering,45.85,9.47
2799,IT,28.69,3.07
3632,Legal,49.43,8.73
4046,IT,16.43,9.29
1019,HR,24.77,9.8
5004,Operations,10.75,4.88
5745,Marketing,38.11,8.08
3981,Finance,42.7,7.77
4068,Marketing,3.97,9.21
3918,Engineering,3.52,9.89
3134,Sales,18.65,8.53
1610,Legal,3.85,2.24
