EmployeeID,Quarter,PerformanceScore,CompletedProjects,OverdueTasks
4511,Q1,4,0,0
1408,Q4,1,5,3
2368,Q3,4,6,3
3891,Q4,2,4,2
2976,Q4,3,4,2
5571,Q2,5,5,2
2173,Q2,4,4,0
1811,Q1,2,7,1
4476,Q4,3,9,1
2787,Q3,2,7,2
3919,Q4,1,1,1
4534,Q2,1,3,2
1363,Q1,5,7,3
1834,Q2,2,4,0
3210,Q4,1,3,4
1377,Q1,4,8,2
1713,Q4,3,6,4
3342,Q4,2,4,4
3375,Q4,4,9,2
1556,Q4,2,1,0
2850,Q3,3,5,4
2819,Q2,4,3,2
4545,Q3,4,4,4
3804,Q2,2,3,3
4090,Q2,2,9,1
2837,Q4,1,0,3
3154,Q1,2,1,1
3338,Q3,4,4,4
2585,Q2,5,2,0
5821,Q3,2,6,4
2843,Q2,3,2,0
2733,Q3,2,2,4
1144,Q4,5,3,3
5469,Q4,5,3,2
5798,Q2,1,0,3
2810,Q4,2,9,4
1865,Q1,2,2,3
4471,Q4,5,7,1
3143,Q2,2,8,3
5563,Q1,5,6,1
5901,Q3,5,2,2
5023,Q3,5,4,1
1771,Q4,3,3,2
1541,Q2,2,0,3
5006,Q3,5,4,3
2655,Q3,2,3,0
1986,Q2,4,3,1
1196,Q3,5,6,3
1341,Q4,2,6,1
1450,Q3,5,5,1
3613,Q4,4,0,1
5452,Q1,5,0,1
3224,Q2,4,6,0
1956,Q3,2,3,0
4118,Q4,2,4,2
5177,Q4,5,5,4
3264,Q1,4,9,0
3093,Q3,2,6,1
4206,Q4,5,9,4
5458,Q1,2,9,3
4594,Q2,4,7,2
3685,Q4,1,9,3
1787,Q1,4,8,1
1087,Q4,3,4,4
2043,Q3,4,2,3
2630,Q1,5,4,0
5464,Q3,2,3,2
3325,Q3,5,6,0
2733,Q2,4,6,1
2571,Q2,5,1,2
5003,Q1,4,4,1
1721,Q1,4,6,2
5840,Q4,5,2,4
2006,Q2,2,5,2
3601,Q3,3,8,4
5131,Q1,3,3,3
2730,Q4,5,3,2
2120,Q3,3,1,4
1564,Q2,3,5,4
5799,Q3,3,6,1
1054,Q2,4,9,3
5835,Q4,4,4,3
1081,Q2,2,6,2
4028,Q2,4,1,1
4863,Q4,1,7,4
3884,Q2,1,5,3
1437,Q3,3,1,3
2246,Q3,5,6,1
1972,Q3,4,1,2
4552,Q3,1,8,4
5008,Q2,2,3,4
2299,Q4,3,5,0
5576,Q1,4,5,4
4719,Q1,5,4,3
2735,Q1,2,1,1
3467,Q4,3,1,1
2968,Q4,4,4,3
5417,Q3,1,5,4
5587,Q1,2,3,0
4976,Q1,1,0,3
5080,Q2,2,8,4
1490,Q1,2,9,3
5766,Q3,5,9,2
2771,Q4,4,9,3
2090,Q4,1,9,2
1939,Q3,4,3,4
1968,Q4,5,8,2
1449,Q4,1,2,4
4154,Q3,2,9,3
5845,Q2,4,7,2
5978,Q2,5,7,4
5357,Q1,5,3,0
3330,Q3,5,3,2
4971,Q1,1,6,0
5536,Q3,1,8,3
2745,Q4,3,0,1
1715,Q1,3,3,2
3268,Q3,3,3,4
2205,Q4,4,7,2
2574,Q1,5,3,4
4588,Q4,1,5,4
4817,Q1,3,0,4
4688,Q2,2,2,3
3584,Q1,1,2,4
1753,Q4,1,8,1
2231,Q1,2,9,2
4350,Q3,5,9,2
2799,Q1,5,9,0
2162,Q2,1,9,3
5667,Q1,5,2,2
3397,Q4,3,2,0
1156,Q2,1,1,1
2300,Q2,2,4,2
1120,Q1,2,0,3
4516,Q1,4,9,0
5733,Q4,5,1,1
5167,Q3,1,3,0
2009,Q4,2,5,2
2842,Q1,3,4,2
4571,Q4,1,4,0
5001,Q2,2,4,2
4766,Q2,4,4,3
2577,Q1,1,3,4
3206,Q1,5,1,1
5733,Q4,1,7,4
1578,Q4,1,1,0
2903,Q2,1,0,4
2737,Q1,5,4,1
1698,Q4,4,5,0
4426,Q3,4,5,4
2315,Q3,2,8,2
3460,Q2,3,0,4
5051,Q3,4,5,0
4128,Q4,4,3,3
3189,Q4,1,0,1
1125,Q4,3,5,2
3352,Q2,4,8,0
1274,Q4,5,7,3
1015,Q3,4,2,4
3799,Q4,2,3,4
1037,Q4,1,7,3
3891,Q1,4,4,2
5508,Q2,5,0,0
5449,Q1,5,1,0
1883,Q4,3,7,3
5518,Q4,1,4,4
4493,Q2,2,8,4
1027,Q4,2,1,3
3113,Q2,1,5,0
5351,Q2,4,6,4
3963,Q4,5,0,1
1362,Q1,1,2,2
2208,Q2,4,3,3
2225,Q1,5,3,4
2822,Q4,1,0,2
3607,Q2,5,5,3
5277,Q3,5,3,0
2069,Q3,5,2,0
4488,Q2,4,4,1
4127,Q2,3,0,4
3612,Q2,5,8,0
4502,Q4,4,3,4
2569,Q3,5,5,2
2525,Q2,2,0,2
1857,Q2,1,2,3
2825,Q3,1,4,1
5559,Q1,3,6,1
4701,Q2,2,5,0
2129,Q4,1,8,3
2342,Q3,3,1,3
3058,Q3,5,0,2
5248,Q2,5,9,2
2691,Q3,4,7,1
5548,Q4,2,9,1
4665,Q3,5,5,0
1715,Q3,4,8,2
5911,Q3,1,5,3
5493,Q4,2,6,1
5314,Q4,4,0,1
5884,Q1,3,7,4
4249,Q2,4,4,2
3461,Q3,5,4,1
2673,Q3,3,5,2
5819,Q4,4,0,0
5076,Q3,1,9,3
5947,Q2,5,1,4
5591,Q1,2,1,0
4806,Q3,5,7,1
4915,Q4,4,6,2
1277,Q4,4,7,4
1924,Q4,5,1,4
5981,Q3,3,1,0
3179,Q3,2,2,1
4251,Q4,3,7,1
4964,Q1,4,6,1
1436,Q1,4,6,4
5002,Q2,2,3,1
1025,Q1,3,1,1
1020,Q4,5,3,1
3569,Q1,2,7,0
5201,Q3,5,8,3
3178,Q2,2,3,0
5146,Q1,3,0,3
3914,Q4,2,5,0
4765,Q3,3,4,3
1574,Q3,2,1,4
4522,Q1,3,5,4
5871,Q3,1,1,3
2749,Q1,5,9,1
3743,Q3,3,2,1
4542,Q4,1,6,2
3225,Q3,5,1,4
1509,Q3,3,9,3
1610,Q3,3,5,2
1060,Q4,2,7,2
3569,Q3,1,9,2
2908,Q1,1,1,1
5064,Q4,4,7,2
2169,Q1,4,9,3
1341,Q3,1,5,4
1062,Q2,3,6,3
4517,Q4,4,1,0
4638,Q2,1,6,2
3482,Q3,2,4,4
3004,Q3,2,5,2
5256,Q3,4,2,1
1988,Q4,2,7,1
2938,Q4,5,6,0
2535,Q2,2,3,4
2301,Q3,1,7,4
1446,Q2,5,3,2
5833,Q1,5,4,1
4531,Q2,2,3,4
2716,Q4,2,9,2
3968,Q4,3,3,3
5761,Q3,3,8,3
2504,Q4,5,7,4
1894,Q1,4,2,4
2086,Q2,1,3,0
2735,Q1,1,8,4
4184,Q2,4,0,0
5788,Q4,2,9,1
3926,Q3,5,6,0
2943,Q3,3,7,4
3758,Q3,4,7,4
2718,Q3,1,7,1
4235,Q2,5,3,2
4660,Q3,2,0,3
1979,Q2,4,6,3
3211,Q2,1,2,0
3190,Q4,3,5,3
1514,Q3,4,2,2
4624,Q4,3,0,0
1717,Q4,3,5,3
2296,Q2,1,4,4
2612,Q3,1,8,0
1032,Q3,2,8,4
1827,Q4,2,2,2
1296,Q3,1,4,0
5440,Q1,2,4,1
5477,Q4,3,6,2
4577,Q4,3,4,1
1619,Q3,4,7,1
1917,Q2,5,6,3
4161,Q3,1,8,3
2394,Q2,3,0,4
3617,Q3,4,0,1
2163,Q4,4,0,0
2627,Q2,1,5,1
4428,Q1,4,6,2
1449,Q1,4,9,2
2873,Q1,2,6,4
2804,Q2,1,8,0
4597,Q4,4,7,4
2502,Q2,4,6,1
3273,Q2,2,0,1
4983,Q3,1,8,3
5035,Q3,5,0,1
2709,Q1,3,1,3
4231,Q3,4,8,4
2997,Q1,2,6,0
2637,Q2,3,4,4
3555,Q4,1,8,3
4008,Q1,1,7,3
4381,Q3,3,1,0
3588,Q2,5,5,2
3681,Q3,5,4,2
3964,Q4,5,5,2
2333,Q3,3,4,2
1594,Q4,2,0,4
2492,Q3,5,4,1
2264,Q3,3,3,3
3859,Q3,4,2,2
2016,Q4,5,6,4
5350,Q1,1,7,2
2559,Q1,5,0,3
3839,Q2,5,5,4
4138,Q2,4,5,4
2261,Q2,5,3,2
3164,Q3,1,9,3
2548,Q3,1,7,4
1597,Q3,5,3,0
5596,Q4,4,4,3
2294,Q1,4,1,2
2477,Q2,4,2,0
3128,Q2,5,5,2
2648,Q4,3,3,3
5625,Q2,4,5,3
1400,Q4,1,8,4
4153,Q3,2,2,4
5721,Q3,5,5,1
5656,Q1,3,3,0
3923,Q1,3,9,4
3632,Q1,3,6,4
4727,Q2,5,9,4
1359,Q2,2,3,0
3772,Q4,4,4,2
2727,Q4,2,8,2
1440,Q3,5,2,1
3757,Q2,2,9,3
4232,Q3,3,8,3
5658,Q4,1,2,3
4664,Q2,2,9,3
4044,Q3,5,7,3
1471,Q4,4,0,4
5288,Q4,2,8,1
1939,Q1,3,9,1
4143,Q4,1,6,0
1916,Q3,2,0,1
4416,Q3,2,9,1
5013,Q4,5,5,0
1548,Q3,1,7,4
2750,Q2,4,6,4
4779,Q1,4,0,3
3695,Q1,2,7,0
1547,Q1,4,3,3
1627,Q3,3,1,2
2127,Q3,3,8,0
5879,Q1,2,6,4
4396,Q2,1,3,4
5360,Q2,3,6,4
1473,Q2,2,1,4
2438,Q3,4,9,3
1347,Q1,4,4,4
1910,Q1,5,9,2
1960,Q1,1,4,2
4089,Q2,3,3,1
1333,Q3,4,1,1
2072,Q3,1,0,1
3320,Q3,5,4,4
2487,Q1,2,0,3
1607,Q2,5,7,1
4362,Q2,3,0,4
3400,Q3,5,3,4
1950,Q2,1,0,1
3783,Q3,1,5,4
3843,Q3,3,3,2
2314,Q3,3,2,1
4489,Q4,1,3,0
4723,Q1,2,8,3
4412,Q1,5,1,1
2061,Q1,5,6,4
2440,Q3,3,8,2
2686,Q4,4,8,2
2507,Q1,4,6,3
1551,Q2,4,8,3
4327,Q2,3,1,0
1001,Q2,3,0,1
5287,Q2,4,0,0
2648,Q1,5,1,2
3532,Q1,4,9,2
2729,Q3,3,9,4
3360,Q3,4,5,4
1737,Q4,2,5,4
4670,Q1,1,7,0
2577,Q4,2,4,3
5196,Q4,3,1,2
2541,Q1,4,7,2
5802,Q2,5,4,4
5573,Q3,1,0,3
5108,Q3,2,3,2
3184,Q2,5,9,3
2519,Q2,1,1,0
1595,Q2,4,8,0
4526,Q3,3,3,4
4599,Q4,4,8,1
4009,Q3,4,3,2
3455,Q3,2,6,1
3589,Q1,2,6,3
5335,Q1,2,1,0
4197,Q1,2,2,2
5768,Q2,5,1,1
4398,Q2,3,2,4
1561,Q3,4,4,3
3651,Q2,3,4,3
3195,Q2,1,5,4
5059,Q3,3,9,2
2391,Q1,3,8,4
3865,Q3,5,2,3
5662,Q1,1,1,1
5735,Q1,3,7,4
4839,Q4,2,2,2
1351,Q1,1,3,3
3018,Q3,1,1,2
4047,Q4,3,0,1
5443,Q2,3,6,1
1615,Q4,4,2,1
4409,Q2,3,7,3
5178,Q2,4,9,2
5730,Q1,5,3,1
1604,Q3,5,3,3
1547,Q2,3,2,2
1688,Q3,5,7,4
5546,Q1,1,0,2
2461,Q3,3,0,4
2480,Q2,3,9,4
1251,Q3,4,4,3
1704,Q4,1,0,4
2765,Q4,2,2,2
2325,Q3,1,3,1
3865,Q1,4,9,4
3931,Q4,2,4,1
2057,Q3,3,4,1
3869,Q1,3,4,4
3656,Q3,2,7,3
5615,Q1,5,8,1
4745,Q2,2,7,2
5886,Q4,4,0,0
3377,Q2,2,0,4
5916,Q3,4,7,4
2946,Q3,4,2,0
5194,Q2,3,7,3
3460,Q4,3,5,3
1461,Q4,3,8,1
2045,Q3,2,9,3
2358,Q4,2,4,4
3550,Q1,1,7,4
4559,Q2,4,1,0
3926,Q3,2,4,4
4454,Q1,3,4,3
2034,Q4,4,8,0
1288,Q1,4,7,0
5039,Q3,5,6,4
1325,Q4,5,3,3
5561,Q2,4,1,2
4428,Q3,4,1,0
1556,Q3,1,8,3
1796,Q2,3,9,3
2168,Q3,5,7,2
4404,Q3,2,0,1
3983,Q2,1,3,4
2157,Q1,1,1,2
5940,Q2,3,1,4
5827,Q3,2,1,0
5510,Q4,5,0,3
4992,Q4,3,6,1
4547,Q2,4,4,4
4257,Q1,1,6,4
3118,Q2,4,1,0
2575,Q4,5,0,4
1600,Q1,5,8,4
2495,Q1,4,8,3
1718,Q2,4,9,2
3294,Q1,1,3,4
5269,Q1,2,0,3
4635,Q3,4,2,1
3269,Q3,3,1,0
1851,Q2,5,3,1
4721,Q2,3,9,3
1059,Q4,5,1,2
2856,Q4,1,7,3
3645,Q4,5,2,2
1887,Q2,5,6,3
4370,Q3,1,2,2
1483,Q1,4,7,2
5914,Q1,4,1,0
5201,Q1,5,5,1
4830,Q1,2,4,4
1778,Q3,3,6,0
4628,Q1,1,4,2
3955,Q3,1,0,3
2212,Q3,5,4,3
4393,Q4,5,8,0
5452,Q3,3,0,0
5256,Q3,1,8,1
3810,Q3,4,1,1
4692,Q4,5,3,1
2433,Q2,1,7,4
1702,Q2,4,8,3
2388,Q2,1,2,1
1945,Q4,4,6,0
2162,Q1,5,7,3
4286,Q3,4,1,1
3533,Q3,1,9,3
3079,Q3,2,4,3
5361,Q1,2,5,2
1696,Q3,2,1,3
2909,Q4,5,4,2
1013,Q4,5,2,3
3368,Q3,1,6,3
5532,Q4,2,3,2
1924,Q3,3,2,1
4382,Q3,3,8,1
4643,Q1,2,0,1
1805,Q3,5,4,2
4060,Q2,5,2,3
5299,Q4,3,9,0
5734,Q3,3,1,3
2550,Q4,5,2,4
2482,Q4,5,9,4
4674,Q1,4,9,0
2063,Q3,4,6,4
3550,Q1,3,3,3
5761,Q4,5,7,2
3677,Q4,2,3,3
4566,Q2,1,9,1
4982,Q4,1,2,3
2788,Q2,5,0,4
2232,Q1,5,0,2
2005,Q4,3,2,0
3450,Q3,2,8,1
2608,Q2,3,3,0
1048,Q3,2,5,2
4221,Q2,3,9,2
4451,Q2,5,1,0
5405,Q2,5,0,2
2582,Q3,3,6,2
1849,Q4,3,0,0
4341,Q4,4,1,0
4158,Q3,1,9,2
1535,Q3,4,7,4
4282,Q3,4,6,2
4352,Q3,2,4,2
3116,Q3,2,4,0
4013,Q2,2,9,4
2867,Q3,2,0,4
1117,Q3,5,8,3
5857,Q4,1,3,4
4756,Q1,2,3,1
5425,Q3,5,4,2
3451,Q2,4,4,2
2420,Q4,1,2,0
1852,Q3,5,5,2
5417,Q1,4,1,1
3858,Q4,4,4,4
3432,Q3,5,6,2
2509,Q2,5,5,3
2898,Q4,5,0,2
5552,Q1,5,5,3
3866,Q2,5,4,3
2683,Q4,2,7,4
2343,Q4,3,3,3
1598,Q1,2,9,3
2124,Q1,3,5,2
1140,Q4,3,3,3
3264,Q1,3,2,4
3063,Q3,2,7,0
2659,Q4,5,9,3
5434,Q4,1,2,2
4372,Q4,2,4,3
5790,Q4,5,1,2
5540,Q4,1,1,1
3684,Q1,3,3,4
5011,Q2,2,1,3
3199,Q1,1,6,0
1882,Q2,3,8,4
3479,Q2,1,1,2
5385,Q4,4,6,4
3171,Q2,5,9,0
4499,Q3,5,3,3
3445,Q4,4,6,3
2543,Q1,1,6,2
2226,Q3,3,3,4
2336,Q3,5,9,0
4051,Q2,5,2,1
5441,Q3,5,3,4
3639,Q3,2,9,0
2704,Q1,4,1,3
3298,Q1,2,2,3
3565,Q1,1,6,1
4410,Q3,1,0,2
3445,Q2,3,1,2
4610,Q3,1,2,1
3375,Q4,5,5,4
4326,Q4,5,8,4
5082,Q3,5,1,3
3308,Q2,5,1,0
1984,Q2,5,4,0
1795,Q2,5,9,2
5033,Q3,3,5,4
5964,Q3,5,3,2
1985,Q3,2,3,3
2276,Q3,5,3,2
1549,Q4,4,1,3
1604,Q3,2,1,0
3806,Q3,3,3,2
5163,Q4,5,8,1
5915,Q2,3,5,0
2220,Q4,1,4,1
3471,Q4,4,0,4
5817,Q4,2,6,1
1733,Q4,4,2,4
1089,Q1,5,9,4
4356,Q2,3,4,0
2184,Q3,1,2,4
1021,Q3,1,8,3
5745,Q4,3,5,1
4913,Q3,5,0,0
1461,Q1,1,4,1
5981,Q4,5,5,4
5912,Q4,4,2,1
1359,Q1,3,0,0
1396,Q3,1,1,3
4696,Q2,1,9,3
5721,Q3,1,2,1
3941,Q2,3,1,0
4425,Q4,4,8,4
3158,Q2,5,1,2
2489,Q3,4,1,4
2754,Q4,2,5,1
5107,Q1,2,5,3
3554,Q1,3,3,0
2856,Q1,5,8,4
1690,Q2,4,7,3
3492,Q3,3,6,2
1967,Q2,1,5,1
3191,Q4,5,3,2
3184,Q3,5,2,1
1286,Q1,4,5,1
1487,Q3,2,4,3
1957,Q3,5,8,3
4486,Q3,1,0,0
4594,Q3,3,0,4
4829,Q4,3,7,0
3029,Q3,3,9,3
5835,Q3,3,5,4
4339,Q4,5,7,0
2043,Q4,2,1,3
3295,Q1,2,2,1
5570,Q2,3,2,2
3909,Q2,5,0,4
3268,Q2,1,0,1
4704,Q4,2,7,2
5286,Q1,2,1,0
5844,Q4,4,7,2
3205,Q1,2,8,0
5047,Q3,1,9,2
1243,Q1,3,0,1
3696,Q2,1,9,0
5776,Q1,5,4,1
3985,Q4,3,5,2
4912,Q4,4,8,1
4978,Q2,4,5,4
1215,Q3,1,4,3
2639,Q3,1,9,2
5228,Q1,4,6,3
2692,Q3,5,9,2
1448,Q1,5,0,4
3377,Q2,4,9,3
4745,Q3,3,7,0
4834,Q4,1,5,2
4395,Q3,4,8,4
5991,Q2,3,1,3
3944,Q1,5,7,4
2372,Q1,2,2,0
1934,Q4,1,1,2
1466,Q2,1,0,2
5239,Q1,3,7,4
2147,Q3,2,4,3
3811,Q1,5,3,3
3044,Q2,5,7,4
1873,Q2,2,6,2
2863,Q2,1,4,3
1241,Q2,1,2,2
3316,Q2,5,0,4
4870,Q3,4,1,0
1900,Q2,1,9,4
2246,Q4,4,9,0
4600,Q4,3,0,0
1054,Q2,4,5,4
2996,Q4,1,7,3
2252,Q3,2,0,1
3992,Q1,2,8,2
4116,Q1,2,6,0
1527,Q2,3,8,2
4407,Q1,5,0,0
3850,Q3,1,7,1
2808,Q1,2,1,2
5033,Q1,4,0,2
4929,Q1,4,2,0
4442,Q1,2,1,0
5671,Q1,2,3,4
3036,Q1,3,8,2
5407,Q3,5,3,2
4860,Q1,5,7,4
2271,Q1,5,0,1
5985,Q1,4,5,2
3400,Q3,4,8,2
1313,Q3,3,9,4
3502,Q3,3,3,4
4018,Q2,3,8,3
1043,Q4,1,1,2
3974,Q2,2,9,0
5290,Q2,2,8,3
5118,Q1,4,5,2
4535,Q2,5,9,3
5155,Q4,1,0,1
5600,Q3,5,5,3
1248,Q4,1,5,2
2507,Q1,4,0,4
1850,Q3,3,8,1
4497,Q3,4,2,4
4568,Q3,3,1,1
2019,Q3,5,6,3
5030,Q2,4,2,0
3010,Q1,2,7,0
5491,Q2,5,0,2
5526,Q3,1,8,4
3737,Q1,2,9,2
3007,Q3,2,9,0
4690,Q3,5,0,1
4585,Q1,3,2,4
1700,Q1,3,7,4
1475,Q1,4,7,1
2807,Q2,2,5,1
4570,Q4,1,9,3
4029,Q2,4,3,1
1382,Q1,2,6,1
5496,Q4,2,9,4
4497,Q3,1,8,1
5501,Q2,3,1,1
3541,Q1,2,5,3
5755,Q2,2,0,1
5192,Q1,5,5,0
1245,Q3,4,2,2
3480,Q1,2,3,3
4243,Q1,5,1,0
1796,Q3,3,9,4
1691,Q2,1,0,4
5622,Q1,3,5,2
4309,Q3,4,9,0
1377,Q2,1,5,2
2968,Q2,1,4,2
2376,Q2,5,4,3
3079,Q3,1,9,1
4444,Q4,4,0,4
2484,Q1,2,6,1
5329,Q1,2,8,1
1161,Q4,3,3,1
2970,Q2,5,3,4
4675,Q2,1,6,1
3826,Q2,4,4,2
2380,Q3,3,4,1
2215,Q1,3,8,4
5049,Q3,4,8,2
4732,Q4,3,2,2
2953,Q4,3,7,0
3422,Q2,5,2,4
1352,Q4,2,2,1
2551,Q2,3,5,4
2822,Q1,5,3,1
1520,Q2,5,1,1
1384,Q3,4,1,2
2215,Q4,2,9,3
4492,Q3,1,1,1
3125,Q3,3,7,3
2549,Q1,5,2,2
5920,Q3,4,6,1
3816,Q2,1,7,1
1591,Q2,1,8,3
4984,Q2,5,4,3
5274,Q2,1,1,2
1789,Q3,4,7,1
1738,Q3,4,5,2
4503,Q3,5,9,3
5547,Q4,2,6,0
3532,Q1,5,3,4
2185,Q3,1,4,3
5407,Q4,5,8,2
1442,Q1,3,9,4
3858,Q4,3,3,3
2473,Q1,2,9,0
4333,Q1,3,3,3
5883,Q2,3,6,1
4484,Q4,4,7,1
4189,Q3,5,1,1
1980,Q1,3,9,1
2586,Q1,3,6,0
5122,Q2,1,5,4
4616,Q3,5,5,2
3401,Q1,2,0,3
1616,Q1,4,9,3
5680,Q4,4,7,0
1480,Q1,1,1,0
2792,Q3,1,4,4
2408,Q1,4,0,2
4677,Q1,1,6,0
1165,Q1,4,2,4
2573,Q2,5,9,4
1222,Q2,5,5,4
3221,Q4,2,4,0
5645,Q1,3,2,4
4473,Q2,3,0,2
4895,Q1,1,0,0
2905,Q4,2,8,4
3575,Q4,2,7,3
5806,Q4,5,0,0
3488,Q3,1,2,2
4684,Q2,4,0,4
5810,Q2,4,3,0
4670,Q4,3,0,3
2629,Q4,5,7,0
2345,Q3,5,7,1
5321,Q4,3,5,3
1924,Q4,2,4,2
4625,Q3,4,0,2
2231,Q1,1,2,1
1030,Q2,5,6,1
1450,Q4,5,7,1
5328,Q2,2,5,1
5343,Q3,1,4,4
1483,Q4,3,8,4
5902,Q4,3,4,2
4824,Q3,1,5,0
2632,Q4,4,2,1
3928,Q4,3,1,2
3029,Q1,2,4,1
1534,Q3,2,2,4
2470,Q4,5,4,4
4934,Q4,5,5,3
5882,Q2,1,6,3
4257,Q1,5,0,4
4211,Q3,5,0,4
2843,Q2,5,1,0
2688,Q4,2,9,1
1050,Q2,4,3,0
1402,Q2,4,2,2
4981,Q1,3,6,0
3408,Q2,1,7,2
2093,Q4,2,3,1
5038,Q2,4,7,0
5260,Q3,5,3,0
1780,Q1,5,5,2
5421,Q2,4,8,0
5314,Q1,3,7,4
1484,Q1,2,4,4
1480,Q2,5,0,4
4217,Q3,2,3,0
5676,Q4,5,9,1
2263,Q4,4,0,2
4090,Q3,1,9,4
4458,Q1,5,6,4
1645,Q2,4,2,0
5431,Q4,1,6,4
4580,Q1,2,9,4
3377,Q1,1,6,4
3053,Q4,1,5,3
3236,Q2,3,4,2
2649,Q2,4,8,2
3065,Q1,4,8,4
2936,Q2,3,4,1
1419,Q2,5,7,2
5333,Q3,1,2,0
1587,Q3,4,3,1
5185,Q4,2,3,1
3823,Q4,4,1,3
3434,Q1,3,7,4
2578,Q1,2,3,3
2307,Q2,5,2,4
5490,Q4,3,6,4
2699,Q1,2,9,1
4538,Q1,3,3,0
5583,Q3,2,3,0
2353,Q2,4,0,1
3090,Q3,3,5,4
3488,Q3,5,1,1
2851,Q2,5,5,1
5417,Q4,3,0,1
3214,Q4,2,6,2
4942,Q1,3,5,3
2412,Q3,1,0,3
4257,Q2,3,4,3
3757,Q2,4,9,1
2257,Q2,4,7,2
5818,Q2,3,2,4
3153,Q3,3,2,1
2355,Q1,5,3,3
4869,Q2,4,2,0
1283,Q2,5,5,4
1829,Q1,1,4,1
2247,Q1,5,0,0
1385,Q2,3,0,4
2040,Q3,5,6,1
5181,Q2,3,4,1
3572,Q1,2,4,2
5871,Q1,5,5,0
1566,Q1,3,4,0
4735,Q4,5,7,4
2473,Q2,5,1,1
4244,Q2,1,8,4
3992,Q2,2,2,3
2901,Q3,4,7,0
5283,Q1,2,6,3
2018,Q1,4,8,2
3829,Q4,4,9,4
1797,Q1,1,7,1
3078,Q3,2,2,0
3652,Q4,5,2,3
5349,Q1,4,1,0
1151,Q4,4,7,1
5227,Q4,5,8,0
3808,Q1,3,6,3
2249,Q1,1,6,1
1729,Q1,5,3,3
4174,Q3,1,4,3
1951,Q2,4,0,0
4449,Q4,2,4,3
4786,Q3,3,0,4
4710,Q1,1,6,1
2554,Q1,2,7,1
4231,Q1,5,4,0
2741,Q3,1,4,4
5477,Q3,5,4,0
3052,Q1,1,5,3
2458,Q4,3,6,0
2727,Q2,4,0,4
2653,Q2,3,4,4
5924,Q3,1,0,4
5200,Q1,5,9,0
1819,Q3,2,4,4
2492,Q1,5,0,2
5024,Q3,3,3,4
3882,Q4,4,4,0
3059,Q2,1,8,4
4368,Q2,3,2,1
1459,Q4,5,4,3
2270,Q1,2,0,2
3683,Q3,1,2,0
3144,Q3,2,7,3
2797,Q1,3,5,1
1183,Q2,2,2,3
4466,Q4,3,6,3
2100,Q4,5,0,1
4314,Q2,3,8,1
4777,Q3,3,6,4
1964,Q4,4,9,0
5438,Q3,3,6,4
5890,Q1,1,1,2
1552,Q2,3,9,3
2231,Q2,3,8,1
5387,Q1,5,9,0
3046,Q4,5,6,3
5901,Q3,3,3,3
3834,Q1,4,9,0
2685,Q4,3,6,3
1712,Q1,2,2,1
5290,Q3,2,0,1
2979,Q2,3,9,3
5099,Q2,4,4,4
5042,Q2,4,6,0
1016,Q3,4,8,1
5911,Q3,1,9,4
5700,Q1,5,5,2
2999,Q4,5,5,4
4727,Q1,3,9,4
3540,Q3,1,4,0
5116,Q3,1,5,4
1855,Q2,3,1,1
2852,Q4,5,3,0
1486,Q2,1,5,4
3673,Q2,2,8,4
1747,Q4,4,2,2
3513,Q1,1,3,2
4384,Q3,2,8,0
3842,Q3,3,7,0
3208,Q1,3,3,4
1109,Q2,4,2,4
2617,Q2,3,5,1
5263,Q3,2,1,4
3305,Q4,5,1,2
3485,Q1,1,2,4
3307,Q3,4,5,0
1526,Q2,2,0,4
5670,Q2,2,2,0
4737,Q2,2,1,0
2297,Q3,4,9,3
3454,Q3,4,7,2
4548,Q2,4,6,0
1408,Q4,2,7,2
3791,Q1,5,0,4
2041,Q2,4,8,3
4851,Q1,4,7,2
2825,Q1,4,9,4
4749,Q2,4,5,0
2362,Q2,5,0,4
4270,Q3,4,4,4
2515,Q3,5,2,3
1313,Q1,5,2,0
1087,Q3,2,8,2
3852,Q1,5,6,0
5410,Q4,3,1,4
4163,Q1,4,6,3
1668,Q1,2,5,0
1784,Q4,3,6,1
4893,Q1,3,9,0
2324,Q2,1,6,3
1595,Q3,1,2,4
3992,Q2,5,8,3
5888,Q1,5,2,0
4960,Q3,5,8,0
5258,Q2,1,0,3
4031,Q4,1,4,4
5548,Q2,4,7,0
1524,Q4,1,5,2
1325,Q3,5,2,2
5343,Q3,3,3,0
1898,Q4,4,5,4
1555,Q4,4,5,3
5923,Q4,3,7,3
5371,Q2,4,7,3
3532,Q4,4,4,3
3168,Q3,3,6,0
4615,Q2,1,4,0
4542,Q2,4,1,4
4333,Q3,2,0,4
5035,Q1,1,9,1
5375,Q1,2,1,1
1752,Q4,2,5,1
3731,Q1,1,6,3
3072,Q3,4,4,0
1798,Q4,5,8,0
3632,Q4,3,1,4
1151,Q1,1,6,1
3532,Q3,5,9,0
2434,Q3,5,2,3
3842,Q3,5,1,0
5151,Q2,3,0,0
1168,Q1,2,8,1
4110,Q2,2,5,1
5675,Q2,5,5,4
2118,Q4,3,8,4
1592,Q2,1,2,4
2297,Q2,5,7,3
1582,Q1,2,7,0
4635,Q4,4,9,4
4193,Q3,4,7,1
5355,Q4,3,8,3
3815,Q4,3,6,2
1669,Q3,2,6,1
1448,Q4,1,3,0
2522,Q2,1,8,3
3079,Q1,2,9,0
1111,Q1,3,0,1
3995,Q1,2,8,3
